,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
2533,1996.0,Beartown State Park,Route . 219,Hillsboro,WV,West Virginia,,United States,"Route . 219, Hillsboro, WV, , United States",,,63,5.0,1,"State Parks, Nature & Parks",,NO,"Beartown State Park is a natural area of 107 acres located on the eastern summit of Droop Mountain, seven miles southwest of Hillsboro, West Virginia. The name Beartown was chosen because local residents claimed that the many cave-like openings in the rocks made ideal winter dens for the black bears of the area. Also, the many deep, narrow crevasses were formed in a somewhat regular criss-cross pattern and appear from above like the streets of a small town. Beartown is noted for its unusual rock formations, which are comprised of Droop, or Pottsville, Sandstone formed during the Pennsylvanian age. Massive boulders, overhanging cliffs, and deep crevasses stir the imagination of most visitors. Pocketing the face of the cliffs are hundreds of eroded pits, ranging from the size of marbles to others large enough to hold two grown men. Ice and snow commonly remain in the deeper crevasses until mid to late summer. Vegetation clings tenaciously to life, sending roots into mere cracks in the rocks.The land was purchased in 1970 with funds from the Nature Conservancy and a donation from Mrs. Edwin G. Polan, in memory of her son, Ronald Keith Neal, who lost his life in the Vietnam War. Development of the park has been minimal in order to preserve the natural attractions of the area. However, basic facilities are provided, and a boardwalk permits easy access. Interpretive signs along the boardwalk guide visitors and provide insights concerning the ecology of the area. The park is open daily from April to October. During the closed winter season foot travel to the boardwalk area is welcome, with parking available at the closed entrance gate. Group tours may be arranged by contacting the Superintendent at nearby Droop Mountain Battlefield State Park. No fee is charged to visit Beartown."
2534,1997.0,Beech Fork State Park,5601 Long Branch Rd,Barboursville,WV,West Virginia,25504-9624,United States,"5601 Long Branch Rd, Barboursville, WV, 25504-9624, United States",,,40,4.0,1,"Bodies of Water, Nature & Parks",,NO,
2535,1998.0,Berkeley Springs State Park,#2 S. Washington St.,Berkeley Springs,WV,West Virginia,25411,United States,"#2 S. Washington St., Berkeley Springs, WV, 25411, United States",,,371,4.0,1,"Hot Springs & Geysers, State Parks, Spas & Wellness, Nature & Parks",,NO,The park's natural spring is used for mineral baths and other therapeutic treatments.
2536,1999.0,Blackwater Falls State Park,,Davis,WV,West Virginia,,United States,", Davis, WV, , United States",,,581,4.5,1,"State Parks, Nature & Parks",,NO,
2537,2000.0,Blennerhassett Island Historical State Park,137 Juliana St,Parkersburg,WV,West Virginia,26101-5331,United States,"137 Juliana St, Parkersburg, WV, 26101-5331, United States",,,227,4.5,1,"Historic Sites, State Parks, Nature & Parks, Sights & Landmarks",,NO,"Site of the alleged plot by Aaron Burr and Harman Blennerhassett to establish a southwest empire. Features the reconstructed Blennerhassett Mansion, guided tours,concession stand, gift shop, narrated wagon rides, hiking trails and picnic facilities. Frequent special events include Mansion by Candlelight each October. Open May-October. Hours vary throughout the season. Call ahead to confirm details."
2538,2001.0,Bluestone State Park,Box 3 HC 78,Hinton,WV,West Virginia,25951-9503,United States,"Box 3 HC 78, Hinton, WV, 25951-9503, United States",,,35,4.5,1,"State Parks, Nature & Parks",,NO,
2539,2002.0,Camp Creek State Park,2390 Camp Creek Rd,Camp Creek,WV,West Virginia,25820-9130,United States,"2390 Camp Creek Rd, Camp Creek, WV, 25820-9130, United States",,,28,4.5,1,"State Parks, Nature & Parks",,NO,
2540,2003.0,Canaan Valley Resort,230 Main Lodge Rd,Davis,WV,West Virginia,26260-8088,United States,"230 Main Lodge Rd, Davis, WV, 26260-8088, United States",,,146,4.0,2,"Ski & Snowboard Areas, Valleys, Outdoor Activities, Nature & Parks",,NO,
2541,2004.0,Carnifex Ferry Battlefield State Park,RR 2,Summersville,WV,West Virginia,26651-9802,United States,"RR 2, Summersville, WV, 26651-9802, United States",,,42,4.5,2,"Battlefields, State Parks, Sights & Landmarks, Nature & Parks",,NO,
2542,2005.0,Cass Scenic Railroad State Park,State Route 28/92,Cass,WV,West Virginia,,United States,"State Route 28/92, Cass, WV, , United States",,,348,4.5,1,"Scenic Railroads, State Parks, Nature & Parks, Tours",,NO,
2543,2006.0,Cathedral of St. Joseph,13th and Eoff Streets,Wheeling,WV,West Virginia,26003,United States,"13th and Eoff Streets, Wheeling, WV, 26003, United States",,,8,5.0,15,"Churches & Cathedrals, Sights & Landmarks",,NO,
2544,2007.0,Droop Mountain Battlefield State Park,Box 189 HC 64,Hillsboro,WV,West Virginia,24946-9719,United States,"Box 189 HC 64, Hillsboro, WV, 24946-9719, United States",,,46,4.5,3,"Battlefields, Sights & Landmarks",,NO,"Site of the largest Civil War engagement of West Virginia's history, this state park has beautiful mountain views and plenty of recreation opportunities."
2545,2008.0,West Virginia Adventures,231 Wood Mountain Rd,Glen Jean,WV,West Virginia,25846-9714,United States,"231 Wood Mountain Rd, Glen Jean, WV, 25846-9714, United States",,,121,5.0,1,"River Rafting & Tubing, Tours, Boat Tours & Water Sports, Outdoor Activities",,NO,"Whitewater rafting on West Virginia's New and Gauley Rivers, specializing in personal service for groups of every size. Family floats for ages 5+, Lower New River trips for beginners and experienced rafters, and Class V+ Gauley trips for ages 16+. Raft the River with Us!"
2546,2009.0,Greenbrier River Trail,,Marlinton,WV,West Virginia,,United States,", Marlinton, WV, , United States",,,84,4.5,1,"Historic Walking Areas, Hiking Trails, Sights & Landmarks, Outdoor Activities, Nature & Parks",,NO,
2547,2010.0,Hawks Nest State Park,49 Hawks Nest Park Road,Ansted,WV,West Virginia,25812,United States,"49 Hawks Nest Park Road, Ansted, WV, 25812, United States",,,145,4.5,1,"State Parks, Nature & Parks",,NO,
2548,2011.0,Little Beaver State Park,1402 Grandview Rd,Beaver,WV,West Virginia,25813-9234,United States,"1402 Grandview Rd, Beaver, WV, 25813-9234, United States",,,31,4.5,1,"State Parks, Nature & Parks",,NO,
2549,2012.0,Cheat Lake Trail,Morgans Run Rd.,Morgantown,WV,West Virginia,,United States,"Morgans Run Rd., Morgantown, WV, , United States",,,16,4.5,9,"Hiking Trails, Nature & Wildlife Areas, Outdoor Activities, Nature & Parks",,NO,
2550,2013.0,North Bend State Park,202 N Bend State Park,Cairo,WV,West Virginia,26337-6744,United States,"202 N Bend State Park, Cairo, WV, 26337-6744, United States",,,63,4.5,1,"Forests, Biking Trails, Outdoor Activities, Nature & Parks, State Parks",,NO,"This 2,400-acre park includes a lodge, deluxe cabins, campgrounds, full-service restaurant, 305-acre lake for fishing, kayaking and canoeing and the North Bend Rail Trail with hiking and biking. Also outdoor pool(seasonal), picnicking, nature center and special events. Free high-speed wireless internet throughout the lodge."
2551,2014.0,West Virginia Penitentiary,818 Jefferson Ave.,Moundsville,WV,West Virginia,26041-2235,United States,"818 Jefferson Ave., Moundsville, WV, 26041-2235, United States",,,339,4.5,1,"Historic Sites, Sights & Landmarks",,NO,"Built in 1867 and in operation until 1995, this prison offers tours of the cells and the retired electric chair."
2552,2015.0,West Virginia Botanic Garden,1061 Tyrone Rd,Morgantown,WV,West Virginia,26508-2973,United States,"1061 Tyrone Rd, Morgantown, WV, 26508-2973, United States",,,52,4.0,7,"Gardens, Nature & Parks",,NO,
2553,2016.0,Theater West Virginia,Whitestick Street,Beckley,WV,West Virginia,25802,United States,"Whitestick Street, Beckley, WV, 25802, United States",,,76,4.5,4,"Theaters, Concerts & Shows",,NO,"Outdoor dramas. Mid June
                  

                   through late August. Nightly except Mondays."
2554,2017.0,Pricketts Fort State Park,I-79 at Exit 139 - follow the signs to the park,Fairmont,WV,West Virginia,,United States,"I-79 at Exit 139 - follow the signs to the park, Fairmont, WV, , United States",,,78,4.5,2,"Historic Sites, State Parks, Sights & Landmarks, Nature & Parks",,NO,
2555,2018.0,Stonewall Jackson Lake,,,WV,West Virginia,,United States,", , WV, , United States",,,10,4.0,261,"Bodies of Water, Nature & Parks",,NO,
2556,2019.0,Tomlinson Run State Park,84 Osage Road,New Manchester,WV,West Virginia,,United States,"84 Osage Road, New Manchester, WV, , United States",,,4,4.0,1,Nature & Parks,,NO,
2557,2020.0,Tygart Lake State Park,Box 260 RR 1,Grafton,WV,West Virginia,26354-9741,United States,"Box 260 RR 1, Grafton, WV, 26354-9741, United States",,,43,4.5,1,"State Parks, Nature & Parks",,NO,
2558,2021.0,Valley Falls State Park,,,WV,West Virginia,,United States,", , WV, , United States",,,35,4.5,120,"State Parks, Nature & Parks",,NO,Scenic park in Marion County that shows the grandeur of the wild Tygart Valley River flowing through steep canyons.
2559,2022.0,Comstock Lode,,Virginia City,NV,Nevada,,United States,", Virginia City, NV, , United States",,,20,4.0,20,"Historic Sites, Mines, Sights & Landmarks",,NO,
2560,2023.0,Watoga State Park,HC 82,Marlinton,WV,West Virginia,24954-0252,United States,"HC 82, Marlinton, WV, 24954-0252, United States",,,43,4.5,4,"State Parks, Nature & Parks",,NO,"Largest of all the state parks in West Virginia, Watoga has over 10,000 acres of sprawling woodland filled with a multitude of recreational opportunities. Camping at Watoga is unsurpassed anywhere. The 11-acre lake, which was previously Lake Killibuck, is used for paddle-boating, row-boating and fishing. Cast your line to fetch a trout, bass, bluegill or even catfish! Don’t worry, if you fail to catch dinner at the lake - there is a restaurant on the property which serves tasty meals. There are over 15 miles of road and 40 miles of hiking paths for enjoying the quiet beauty of the park."
2561,2024.0,Lincoln Memorial,2 Lincoln Memorial Cir NW,Washington DC,DC,DC,20037,United States,"2 Lincoln Memorial Cir NW, Washington DC, DC, 20037, United States",,,21247,4.5,1,"Monuments & Statues, Sights & Landmarks",,NO,
2562,2025.0,Holts Landing State Park,Rt 26,Millville,DE,Delaware,19967,United States,"Rt 26, Millville, DE, 19967, United States",,,11,4.5,2,"State Parks, Nature & Parks",,NO,
2563,2026.0,Indian Mounds Park,Indian Mound Parkway,Whitewater,WI,Wisconsin,,United States,"Indian Mound Parkway, Whitewater, WI, , United States",,,6,4.0,1,"Points of Interest & Landmarks, Sights & Landmarks, Nature & Parks",,NO,
2564,2027.0,Big Bay State Park,2402 Hagen Rd,,WI,Wisconsin,54850,United States,"2402 Hagen Rd, , WI, 54850, United States",,,47,4.5,2,"State Parks, Nature & Parks",,NO,"Year-round park located on Madeline Island, offering camping, swimming, hiking, fishing and picnicking."
2565,2028.0,Big Foot Beach State Park,1452 Hwy H,Lake Geneva,WI,Wisconsin,53147,United States,"1452 Hwy H, Lake Geneva, WI, 53147, United States",,,89,3.5,13,"Beaches, State Parks, Outdoor Activities, Nature & Parks",,NO,"A favorite with families and nature enthusiasts, this 271-acre park on the shore of Lake Geneva, offers wooded campsites, a sand beach and plenty of picnic areas."
2566,2029.0,Blue Mound State Park,4350 Mounds Park Rd,Blue Mounds,WI,Wisconsin,53517-9591,United States,"4350 Mounds Park Rd, Blue Mounds, WI, 53517-9591, United States",,,5,4.5,2,"State Parks, Nature & Parks",,NO,
2567,2030.0,Brunet Island State Park,23125 255th St,Cornell,WI,Wisconsin,54732-8061,United States,"23125 255th St, Cornell, WI, 54732-8061, United States",,,16,5.0,1,"State Parks, Nature & Parks",,NO,
2568,2031.0,Buckhorn State Park,W8450 Buckhorn Park Ave.,Necedah,WI,Wisconsin,54646,United States,"W8450 Buckhorn Park Ave., Necedah, WI, 54646, United States",,,11,4.5,2,"Forests, Playgrounds, Fun & Games, Outdoor Activities, Nature & Parks, Beaches, Hiking Trails, State Parks",,NO,
2569,2032.0,Kettle Moraine State Forest Northern Unit,N1765 County Road G,Campbellsport,WI,Wisconsin,53010-3303,United States,"N1765 County Road G, Campbellsport, WI, 53010-3303, United States",,,25,4.5,1,"Forests, Nature & Parks",,NO,
2570,2033.0,Geothermal area krysuvik,Reykjavik Capital Area,Reykjavik,,,220,Iceland,"Reykjavik Capital Area, Reykjavik, 220, Iceland",,,10,4.0,108,"Points of Interest & Landmarks, Geologic Formations, Sights & Landmarks, Nature & Parks",,NO,
2571,2034.0,Chippewa Moraine Ice Age State Recreation Area,13394 County Highway M,New Auburn,WI,Wisconsin,54757-8168,United States,"13394 County Highway M, New Auburn, WI, 54757-8168, United States",,,22,4.5,1,"State Parks, Nature & Parks",,NO,
2572,2035.0,Copper Culture Park,Mill Street,Oconto,WI,Wisconsin,,United States,"Mill Street, Oconto, WI, , United States",,,9,3.5,4,"Cemeteries, Sights & Landmarks, Nature & Parks",,NO,
2573,2036.0,Copper Falls State Park,36764 Copper Falls Road,Mellen,WI,Wisconsin,54546,United States,"36764 Copper Falls Road, Mellen, WI, 54546, United States",,,152,5.0,1,"State Parks, Nature & Parks",,NO,
2574,2037.0,Council Grounds State Park,1895 Council grounds drive,Merrill,WI,Wisconsin,54452,United States,"1895 Council grounds drive, Merrill, WI, 54452, United States",,,16,4.5,2,"State Parks, Nature & Parks",,NO,
2575,2038.0,Enchanted Valley Acres,5047 Enchanted Valley Rd,Cross Plains,WI,Wisconsin,53528-9715,United States,"5047 Enchanted Valley Rd, Cross Plains, WI, 53528-9715, United States",,,,0,4,"Farms, Sights & Landmarks",,NO,"Enchanted Valley Acres, LLC is an agricultural entertainment farm with numerous activities outside such as our famous Giant Slippery Slope that is over 200 feet long, giant Connect 4, checkers, farmer's golf, and many more! Hay wagon rides, gemstone mining, animals, classic 1937 large red barn, and much more! All activities, except gemstone mining are included in the admission price. We also have honey from our farm bees, pumpkins, gourds, etc. and other local goodies for purchase. Food for purchase or carry-ins are also welcome! **We are open in the fall for the above activities/purchases on Saturday and Sundays only from 9am-6pm starting 9/17/16 to 10/30/16. **We also host wedding ceremonies and reception from mid May to mid September!"
2576,2039.0,Devil's Lake State Park,S5975 Park Rd,Baraboo,WI,Wisconsin,53913-9299,United States,"S5975 Park Rd, Baraboo, WI, 53913-9299, United States",,,861,4.5,1,"State Parks, Nature & Parks",,NO,
2577,2040.0,Fischer Creek State Recreation Area,County Highway LS,Cleveland,WI,Wisconsin,53015,United States,"County Highway LS, Cleveland, WI, 53015, United States",,,3,4.5,2,"Nature & Wildlife Tours, Beaches, Nature & Parks, Tours, Outdoor Activities, Hiking Trails",,NO,
2578,2041.0,Miller Park,1 Brewers Way,Milwaukee,WI,Wisconsin,53214-3655,United States,"1 Brewers Way, Milwaukee, WI, 53214-3655, United States",,,2096,4.5,4,"Arenas & Stadiums, Sights & Landmarks",,NO,"Home of the Milwaukee Brewers, this state-of-the-art stadium features a fan-shaped convertible roof and four choices of front-row seats for baseball fans."
2579,2042.0,Governor Dodge State Park,4175 Highway 23 North,Dodgeville,WI,Wisconsin,53533,United States,"4175 Highway 23 North, Dodgeville, WI, 53533, United States",,,141,4.5,1,"State Parks, Nature & Parks",,NO,
2580,2043.0,Governor Nelson State Park,5410 County Hwy. M,Waunakee,WI,Wisconsin,,United States,"5410 County Hwy. M, Waunakee, WI, , United States",,,19,4.0,1,"State Parks, Nature & Parks",,NO,
2581,2044.0,Governor Thompson State Park,N10008 Paust Ln,Crivitz,WI,Wisconsin,54114-7841,United States,"N10008 Paust Ln, Crivitz, WI, 54114-7841, United States",,,16,4.0,1,"State Parks, Nature & Parks",,NO,
2582,2045.0,Harrington Beach State Park,Lake Church,Belgium,WI,Wisconsin,,United States,"Lake Church, Belgium, WI, , United States",,,45,4.5,1,"State Parks, Nature & Parks",,NO,
2583,2046.0,Hartman Creek State Park,N2480 Hartman Creek Road,Waupaca,WI,Wisconsin,54981,United States,"N2480 Hartman Creek Road, Waupaca, WI, 54981, United States",,,1,4.0,13,"State Parks, Bodies of Water, Nature & Parks",,NO,
2584,2047.0,Heritage Hill State Historical Park,2640 S Webster Ave,Green Bay,WI,Wisconsin,54301-2922,United States,"2640 S Webster Ave, Green Bay, WI, 54301-2922, United States",,,82,4.5,12,"Historic Sites, State Parks, Nature & Parks, Sights & Landmarks",,NO,
